URBAN_CODE,CURVES_D,ROUTE_NUMBER,STD_EXP_FACTOR,VERT_ALIGN,DONUT_EXP_FACTOR,NHS,IS_DONUT,PEAK_CAPACITY,SAMPLING_TECH,SAMPLE_ID,PERC_SIGHT,IS_METRIC,AT_GRADE_SIGNS,YEAR_RECORD,HORZ_ALIGN,TURN_LANES_L,GRADES_F,GRADES_B,PERC_COMBINATION,ROUTE_SIGNING,SHOULDER_TYPE,SHOULDER_WIDTH_L,SURV_A,CURVES_A,BEGIN_LRS,SPECIAL_SYSTEMS
401,0.0,238,10.606,0,0.0,0,0,849,0,A00238004580,0,0,0,2004,0,4,0.0,0.0,4,3,6,0,0,0.1,7.371,0
134,0.0,0000NONE,4.591,1,0.0,0,0,678,0,7.40006E+11,0,0,1,2004,1,4,0.0,0.0,2,9,6,0,0,0.0,0.0,0
0,0.0,331🤔,10.518,1,0.0,0,0,2576,0,2.0331E+11,90,0,0,2004,1,3,0.0,0.0,5,3,2,0,0,0.46,12.16,0
56,0.0,0000081I,2.241,0,0.0,1,0,6108,0,3003961,0,0,0,2004,0,0,0.0,0.59,5,1,2,6,0,0.59,2.76,1
0,0.0,43,1.798,0,0.0,1,0,3781,0,6001S0062083,0,0,0,2004,0,4,0.0,0.19,4,2,2,5,0,0.64,20.87,0
0,0.0,0,61.052,3,0.0,0,0,1606,0,89006190,20,0,0,2004,1,0,0.0,0.0,0,3,4,0,0,0.0,0.0,0
0,0.0,44,1.034,1,0.0,1,0,3867,0,332,100,0,0,2004,1,0,0.0,0.0,7,1,2,4,0,0.75,15.14,1
34,0.12,0,14.998,0,0.0,0,0,344,0,['7.9015E+11😎' '7.9015E+11🫂' '7.9015E+11😩'],0,0,2,2004,0,4,0.0,0.16,1,0,1,0,0,0.69,0.0,0
231,0.0,0,1.381,0,0.0,0,0,1732,0,2.40439E+11,0,0,0,2004,0,5,0.0,0.0,0,7,4,0,1,0.111,0.35,0
11,0.0,111,6.029,0,0.0,0,0,1665,0,821630,0,0,0,2004,0,4,0.0,0.11,2,3,4,0,0,0.45,3.21,0
56,0.0,920,96.5,1,0.0,1,0,2063,0,6933012,0,0,0,2004,1,4,0.0,0.0,3,3,6,0,0,0.16,5.67,0
281,0.0,0,5.078,0,0.0,0,0,1681,0,40K076000000,0,0,0,2004,0,4,0.04,0.155,0,0,6,0,0,0.22,0.0,0
203,0.0,6,5.018,0,0.0,1,0,1519,0,A00214003400,0,0,0,2004,0,2,0.0,0.21,9,2,2,0,0,0.21,161.88,1
0,0.0,0,61.052,1,0.0,0,0,2702,0,33022540,100,0,0,2004,1,0,0.0,0.0,3,3,4,0,0,0.0,0.0,0
135,0.0,0,1.127,0,0.0,0,0,484,0,B00326013398,0,0,3,2004,0,4,0.0,0.0,1,0,6,0,0,0.421,21.562,0
151,0.0,0,2.15,0,0.0,0,0,347,0,B05890000460,0,0,5,2004,0,4,0.0,0.0,1,0,2,0,0,1.37,6.437,0
502,0.0,221,21.786,0,0.0,0,0,4617,0,3100116480,0,0,0,2004,0,0,0.0,0.0,1,2,5,0,0,0.01,16.48,0
320,0.0,65,1.527,0,0.0,0,0,3047,0,6300002070,0,0,0,2004,0,4,0.0,0.0,0,3,2,0,0,0.058,2.11,0
0,0.0,CITYSTRT,12.829,0,0.0,0,0,1811,0,2196,100,0,0,2004,0,0,0.0,0.0,1,9,6,0,0,0.21,0.0,0
0,0.0,44,1.066,1,0.0,1,0,3596,0,1192,100,0,0,2004,1,0,0.0,0.0,25,1,2,0,0,8.71,14.79,1
281,0.0,I 476,1.0,0,0.0,1,0,4066,0,"['35I476121000😳' '35I476121000❤️' '35I476121000😍' '35I476121000😍'
 '35I476121000😜' '35I476121000😤' '35I476121000👏' '35I476121000😜']",0,0,0,2004,0,0,0.0,0.0,6,3,2,4,0,1.0,121.0,1
122,0.0,0,1.0,0,0.0,0,0,906,0,B00382000550,0,0,0,2004,0,3,0.0,0.0,1,0,6,0,0,1.016,24.225,0
427,0.04,231,3.929,0,0.0,1,0,1812,0,___231  8708,100,0,0,2004,0,3,0.0,0.166,6,2,2,0,0,0.358,8.708,0
151,0.0,0,1.427,0,0.0,0,0,484,0,B00225M06878,0,0,8,2004,0,4,0.0,0.5,1,0,6,0,0,0.825,11.375,0
0,0.05,250,2.297,4,0.0,0,0,1358,0,250013750,0,0,0,2004,2,0,0.093,0.178,1,3,1,0,0,1.241,18.009,0
0,0.0,0,13.236,1,23.983,0,0,1417,0,06019P043120,100,0,1,2004,1,4,0.0,0.8,0,0,5,0,0,1.25,21.903,0
501,0.0,US040,2.946,0,0.0,1,0,4102,0,2.6004E+11,0,0,0,2004,0,0,0.0,0.0,2,2,2,4,0,0.452,11.448,0
0,0.0,IRON BAN,9.704,0,0.0,0,0,1603,0,76013000676,0,0,0,2004,0,0,0.0,0.0,3,6,3,0,0,0.0,1.088,0
0,0.0,60,2.098,4,0.0,1,0,1555,0,2.03017E+11,40,0,0,2004,4,0,0.0,0.0,7,2,2,0,0,0.0,67.359,0
15,0.0,0,1.378,0,0.0,1,0,1081,0,AA9955M00000,0,0,0,2004,0,3,0.0,0.0,1,5,1,0,0,0.897,0.0,0
236,0.0,1,3.393,1,0.0,0,0,6163,0,50530010774,0,0,0,2004,1,0,0.0,0.333,1,3,2,4,0,0.738,77.444,0
250,0.0,_IH0045_,1.511,0,0.0,0,0,3489,0,050004A06351,0,0,0,2004,0,3,0.0,0.0,1,3,1,0,0,1.871,20.984,0
46,0.0,0,6.062,0,0.0,0,0,2685,0,2.85037E+11,0,0,0,2004,0,1,0.0,0.0,1,0,6,0,0,0.0,4.7,0
386,0.0,_IH0035W,1.0,0,0.0,1,0,4027,0,008113M13230,0,0,0,2004,0,0,0.0,0.0,6,1,2,7,0,1.192,81.112,1
46,0.0,192,1.639,0,0.0,0,0,3158,0,FHWASAMP0092,0,0,0,2004,0,0,0.0,0.01,1,3,2,2,0,0.365,1.255,0
177,0.0,0,1.0,0,0.0,0,0,1442,0,605000510,0,0,0,2004,0,4,0.0,0.0,1,7,6,0,0,0.0,0.0,0
140,0.0,_SL0340_,5.163,0,0.0,1,0,2283,0,2.36201E+11,0,0,0,2004,0,3,0.0,0.8,4,3,2,0,0,1.108,2.177,0
0,0.0,[],1.344,1,0.0,1,0,4214,0,50530101090,0,0,0,2004,1,0,0.0,0.888,7,2,2,8,0,1.381,87.613,1
285,0.0,0,4.905,0,0.0,0,0,1459,0,['6.272E+11😂' '6.272E+11😳'],0,0,0,2004,0,4,0.0,0.0,0,0,6,0,0,0.11,0.0,0
0,0.0,80,1.0,1,0.0,1,0,5371,0,77080 443490,0,0,0,2004,1,0,0.0,0.6,8,1,2,12,0,2.8,440.65,1
0,0.0,77,2.466,1,0.0,1,0,3204,0,12287,0,0,0,2004,1,0,0.0,0.96,16,1,2,4,0,1.93,70.0,1
0,0.131,28,2.648,0,1.913,0,1,754,0,28015173,0,0,1,2004,0,4,0.0,0.306,2,3,2,0,0,0.793,24.42,0
228,0.0,0,17.014,0,0.0,0,0,1054,0,"['301007360🫶' '301007360🙏' '301007360😜' '301007360😅' '301007360🫶'
 '301007360📍' '301007360😍' '301007360💀']",0,0,0,2004,0,3,0.0,0.0,1,7,1,0,0,0.0,0.0,0
100,0.0,0,13.812,0,0.0,0,0,2953,0,0025SO101410,0,0,0,2004,0,0,0.0,0.0,1,0,6,0,0,0.4,0.73,0
15,0.0,_SS0330_,1.088,0,0.0,1,0,2945,0,050807M05219,0,0,0,2004,0,3,0.0,0.0,4,3,2,6,0,0.111,5.219,0
196,0.0,0,3.653,0,0.0,0,0,1412,0,10205602057,0,0,0,2004,0,4,0.0,0.0,1,0,1,0,0,0.0,3.508,0
19,0.0,0000NONE,12.081,0,0.0,0,0,1513,0,6.46304E+11,0,0,0,2004,0,4,0.0,0.5,3,9,6,0,0,0.5,0.0,0
188,0.0,[],5.591,0,0.0,0,0,1715,0,18610178100,0,0,0,2004,0,4,0.0,0.0,0,7,3,0,0,0.0,0.0,0
0,0.223,135,2.104,4,0.0,0,0,1834,0,70022302000,10,0,0,2004,3,0,0.105,0.243,3,3,3,0,0,1.363,88.99,0
1,0.0,I-78,3.338,0,0.0,1,0,10069,0,0078  050750,0,0,0,2004,0,0,0.0,0.43,7,1,2,12,0,0.43,51.36,1
44,0.0,_OAKDALE,1.188,0,0.0,0,0,1698,0,558000220,0,0,0,2004,0,4,0.0,0.0,1,7,6,0,0,0.14,0.0,0
100,0.0,0,5.35,0,0.0,0,0,344,0,1.03001E+11,0,0,1,2004,0,4,0.0,0.0,0,0,6,0,0,0.12,0.0,0
193,0.0,26,1.522,0,0.0,1,0,4120,0,10143,0,0,0,2004,0,0,0.0,2.85,13,1,2,4,0,2.85,32.18,1
73,0.0,['10⭐' '10✔️' '10💕' '10😎' '10😎' '10😅' '10👏' '10💀' '10😭'],1.0,1,0.0,1,0,6068,0,Z93007017101,100,0,0,2004,1,0,0.0,0.0,15,1,2,10,0,0.407,251.059,1
0,0.0,5,1.0,2,0.0,1,0,2840,0,000I00507678,0,0,0,2004,4,0,0.0,1.15,26,1,2,6,0,1.0,76.78,1
0,0.0,0,5.462,2,0.0,0,0,1694,0,LI 159 18480,70,0,0,2004,2,0,0.0,0.0,10,0,2,0,0,0.0,0.0,0
0,0.027,6,19.142,1,0.0,0,0,1334,0,6000119040,30,0,0,2004,3,0,0.0,0.0,1,3,5,0,0,2.101,30.642,0
0,0.0,_IH0035W,1.817,0,0.0,1,0,6232,0,1402001000,0,0,0,2004,0,0,0.0,0.304,3,1,2,6,0,0.722,37.469,1
4,0.0,I-295,3.297,0,0.0,1,0,6108,0,0295  023090,0,0,0,2004,0,0,0.0,0.29,4,1,2,10,0,0.29,23.12,1
259,0.0,201,1.895,0,0.0,0,0,1138,0,094H073,0,0,0,2004,0,3,0.0,0.0,3,6,1,0,0,0.0,0.0,0
128,0.0,['US 9❤️' 'US 9🫶'],5.13,0,0.0,0,0,1579,0,0009  028830,0,0,0,2004,0,4,0.0,0.81,2,2,2,0,0,0.62,0.0,0
336,0.0,0,1.319,0,0.0,0,0,342,0,"['3.00346E+11❤️' '3.00346E+11😂' '3.00346E+11💯' '3.00346E+11😇'
 '3.00346E+11👉' '3.00346E+11😜' '3.00346E+11😊']",0,0,2,2004,0,4,0.0,0.0,1,0,6,0,1,0.265,0.0,0
0,0.0,85,2.033,3,0.0,1,0,1311,0,85181526,50,0,0,2004,1,0,0.0,1.069,10,2,2,0,0,2.217,181.526,0
0,0.0,64,1.701,1,0.0,1,0,3311,0,FHWASAMP0205,0,0,0,2004,1,0,0.0,0.0,3,2,2,0,0,0.0,54.474,0
0,0.0,95,3.329,0,0.0,0,0,1649,0,06313C0095BB,27,0,0,2004,0,4,0.0,0.32,3,3,6,0,0,0.32,87.87,0
0,0.0,9006,2.262,1,0.0,1,0,2463,0,K9006 058051,52,0,0,2004,1,3,0.0,0.0,5,3,3,0,0,0.338,58.232,0
0,0.0,0,39.414,1,0.0,0,0,1738,0,1592,100,0,0,2004,1,0,0.0,0.0,5,0,5,0,0,4.62,8.127,0
7,0.04,27,2.848,0,2.154,0,0,1385,0,['1.1004E+11👏' '1.1004E+11👍' '1.1004E+11😭' '1.1004E+11😊' '1.1004E+11😳'],0,0,0,2004,0,4,0.0,0.256,2,3,6,0,0,0.355,0.0,0
277,0.0,0,1.302,0,0.0,0,0,1868,0,B00600M02000,0,0,0,2004,0,4,0.0,0.0,1,0,6,0,0,0.858,5.472,0
211,0.0,_US0082_,1.399,0,0.0,0,0,1737,0,4606013276,0,0,0,2004,0,2,0.0,0.0,0,2,6,0,0,0.67,564.902,0
454,0.0,63,1.0,0,0.0,1,0,3989,0,63060013850,0,0,0,2004,0,0,0.0,0.0,7,2,2,4,0,0.0,13.85,1
105,0.0,3105,1.552,0,0.0,0,0,1737,0,3105000882,0,0,0,2004,0,4,0.0,0.0,1,3,5,0,0,0.0,1.419,0
0,0.0,['0👈' '0😬' '0👍'],6.038,0,3.492,0,1,347,0,C00580000000,0,0,2,2004,0,4,0.0,0.0,1,0,1,0,0,0.34,2.43,0
0,0.062,000US030,2.587,2,0.0,0,0,2439,0,03020K180617,80,0,1,2004,4,0,0.0,2.245,8,2,2,0,0,2.964,177.44,0
140,0.0,_FM1695_,1.483,0,0.0,0,0,4793,0,2.50601E+11,0,0,0,2004,0,2,0.0,0.0,4,3,2,0,0,0.75,1.157,0
388,0.0,40,1.112,0,0.0,0,0,4092,0,1.004E+11,0,0,0,2004,0,3,0.0,0.09,3,2,6,0,0,0.16,12.81,0
335,0.0,0,2.461,0,0.0,0,0,785,0,1.80918E+11,0,0,0,2004,0,4,0.0,0.0,1,0,6,0,1,0.0,0.0,0
0,0.0,_US0059_,6.038,0,0.0,0,0,1641,0,017701A33084,0,0,0,2004,0,0,0.0,0.0,1,3,1,0,0,0.247,368.081,0
8,0.0,0,8.198,0,0.0,0,0,2249,0,237   000,0,0,0,2004,0,3,0.0,0.1,1,3,6,0,0,0.26,0.0,0
55,0.0,IS00095,2.271,0,0.0,1,0,6168,0,95   560,0,0,0,2004,0,0,0.0,0.0,4,1,2,12,1,0.54,52.02,1
280,0.06,0,1.046,0,0.0,0,0,797,0,6.30131E+11,0,0,0,2004,0,4,0.0,0.0,1,0,1,0,0,0.09,0.0,0
118,0.0,84,1.078,0,0.0,1,0,6109,0,151K061,0,0,0,2004,0,0,0.0,0.12,5,1,2,2,0,0.13,32.21,1
0,0.0,8761,5.105,0,0.0,0,0,481,0,180034200,0,0,1,2004,0,4,0.0,0.0,1,7,6,0,0,0.0,0.0,0
454,0.0,63,1.0,0,0.0,1,0,4023,0,63007000000,0,0,0,2004,0,0,0.0,0.73,5,2,2,4,0,1.01,0.0,1
38,0.0,"['SR000073🙏' 'SR000073💯' 'SR000073🙏' 'SR000073😳' 'SR000073💯' 'SR000073✨'
 'SR000073👏']",10.028,0,0.0,0,0,667,0,73006410,0,0,4,2004,0,4,0.0,0.0,2,3,2,0,1,0.36,6.41,0
502,0.0,84,6.256,0,0.0,1,0,3452,0,3800113190,0,0,0,2004,0,0,0.0,0.1,2,2,2,0,0,1.1,12.95,0
10,0.0,720,19.542,0,0.0,0,0,1509,0,720000000,0,0,0,2004,0,1,0.0,0.0,1,7,6,0,0,2.34,0.0,0
0,0.0,000US287,3.417,1,0.0,1,0,2326,0,P 20   22000,70,0,0,2004,1,0,0.0,0.32,16,2,2,0,0,0.51,22.0,0
0,0.0,109,31.51,1,0.0,0,0,1370,0,2.60109E+11,50,0,1,2004,1,0,0.0,0.0,12,3,2,0,0,0.831,0.0,0
34,0.0,0,1.0,0,0.0,0,0,969,0,1.70022E+11,0,0,6,2004,0,3,0.0,0.0,0,0,5,0,0,0.0,0.0,0
0,0.0,70,2.579,1,0.0,1,0,3565,0,"['A00070157500😜' 'A00070157500😤' 'A00070157500😡' 'A00070157500😊'
 'A00070157500❤️' 'A00070157500❤️' 'A00070157500🙌' 'A00070157500👍'
 'A00070157500😩']",0,0,0,2004,1,0,0.0,0.3,25,1,2,4,0,0.3,159.95,1
0,0.0,25,2.615,0,0.0,0,0,1603,0,['1012065057🫂' '1012065057🙏' '1012065057💕' '1012065057🔥'],0,0,0,2004,0,0,0.0,0.0,4,3,3,0,0,1.088,65.057,0
70,0.0,0,4.441,1,0.0,0,0,1927,0,FHWASAMP0063,0,0,0,2004,1,3,0.0,0.0,5,0,1,0,0,0.0,0.0,0
26,0.0,24,6.997,1,0.0,1,0,4163,0,1.2742E+11,0,0,0,2004,1,0,0.0,0.0,1,3,2,8,0,0.2,3.0,0
226,0.0,1492,1.601,0,0.0,0,0,1665,0,11588,0,0,0,2004,0,4,0.0,0.0,1,3,6,0,0,0.15,0.0,0
0,0.0,64,1.041,2,0.0,1,0,3831,0,5.0064E+11,0,0,0,2004,1,0,0.0,0.0,11,1,2,3,0,1.14,0.11,1
0,0.0,PA309,14.04,1,0.0,1,0,2218,0,2260002122,0,0,0,2004,4,0,0.0,0.565,2,3,2,0,0,0.342,15.69,0
122,0.0,_FM2255_,1.0,1,0.0,0,0,657,0,2.25601E+11,0,0,1,2004,1,4,0.0,0.0,4,3,3,0,0,1.002,4.826,0
20,0.0,0,5.293,0,0.0,0,0,1980,0,12128032009A,0,0,0,2004,0,1,0.0,0.52,1,6,6,0,0,1.19,0.93,0
269,0.0,0,1.767,0,0.0,0,0,343,0,3012235,0,0,1,2004,0,4,0.0,0.0,0,0,6,0,0,0.09,0.563,0
48,0.0,0,11.421,0,0.0,0,0,3156,0,08065R162104,0,0,0,2004,0,1,0.0,0.0,1,0,6,0,0,0.0,9.447,0
348,0.0,0000122D,5.421,0,0.0,0,0,4142,0,00122D001610,0,0,0,2004,0,0,0.0,0.0,2,3,4,0,0,0.24,1.61,0
371,0.0,0,7.994,0,0.0,0,0,1412,0,UHMMSJ000000,0,0,0,2004,0,4,0.0,0.0,1,7,6,0,0,0.0,0.0,0
142,0.0,0,2.019,0,0.0,0,0,952,0,3.821E+11,100,0,0,2004,0,3,0.0,0.0,0,0,5,0,0,0.0,2.712,0
0,0.0,000DEL20,1.982,0,0.0,0,0,1705,0,210006070,0,0,0,2004,0,3,0.0,0.0,2,3,3,0,0,0.43,0.0,0
5,0.0,[],11.809,0,0.0,0,0,623,0,2.82001E+11,0,0,0,2004,0,3,0.0,0.0,10,0,4,0,0,0.0,3.195,0
495,0.0,['0😍' '0😊' '0🫂' '0😇' '0😜'],5.06,4,0.0,0,0,1963,0,2.47E+11,1,0,1,2004,1,4,0.0,0.0,0,0,1,0,0,0.0,2.474,0
112,0.0,0,2.822,0,0.0,0,0,1408,0,2.50038E+11,0,0,0,2004,0,3,0.0,0.0,1,7,2,0,0,0.085,0.255,0
193,0.0,25,1.367,0,0.0,0,0,1846,0,10174,0,0,0,2004,0,2,0.0,0.31,4,2,6,0,0,0.93,5.43,0
0,0.0,84,1.0,0,0.0,1,0,3819,0,000I08408415,0,0,0,2004,0,0,0.0,0.39,16,1,2,3,0,1.069,84.15,1
156,0.0,0,2.115,0,0.0,0,0,483,0,2.25309E+11,0,0,1,2004,0,4,0.0,0.0,0,0,6,0,0,0.0,0.193,0
41,0.0,1550,10.507,0,0.0,0,0,726,0,6931031,0,0,1,2004,0,4,0.0,0.0,3,3,3,0,0,0.5,8.127,0
0,0.0,550,2.098,1,0.0,1,0,3013,0,2.39033E+11,50,0,0,2004,1,0,0.0,0.0,14,2,2,0,0,0.0,98.6,0
368,0.0,303,5.147,0,0.0,1,0,2775,0,5.30318E+11,0,0,1,2004,0,1,0.0,0.1,1,3,2,0,0,0.46,8.85,0
0,0.0,0,14.285,0,0.0,0,0,1715,0,4.9055E+11😬,0,0,0,2004,0,4,0.0,0.0,0,0,2,0,0,0.0,0.0,0
221,0.0,00000CTY,5.296,0,0.0,0,0,2949,0,['10492😍' '10492💩'],0,0,0,2004,0,5,0.0,0.0,1,7,6,0,0,0.08,0.0,0
42,0.0,0,9.925,1,0.0,0,0,710,0,03067FA76100,0,0,2,2004,1,4,0.0,0.0,3,0,6,0,0,0.0,0.0,0
71,0.0,141,10.346,0,0.0,1,0,3808,0,21433,0,0,0,2004,0,0,0.0,0.0,4,3,4,6,0,0.023,7.786,0
80,0.0,0,5.245,0,0.0,0,0,343,0,06019F394090,0,0,1,2004,0,4,0.0,0.0,0,0,1,0,0,0.0,0.0,0
74,0.0,0,2.685,0,0.0,0,0,1235,0,FHWASAMP0057,0,0,0,2004,0,4,0.0,0.0,4,0,1,0,0,1.032,0.0,0
0,0.0,125,5.495,4,3.154,0,0,1460,0,80035003990,6,0,0,2004,1,0,0.0,0.0,2,3,2,0,0,0.0,0.0,0
0,0.0,9,26.782,3,0.0,0,0,1282,0,9206866,20,0,0,2004,1,0,0.0,1.58,0,3,3,0,0,4.74,331.184,0
196,0.0,0,1.042,0,0.0,0,0,1365,0,177268,0,0,0,2004,0,0,0.0,0.0,1,0,1,0,0,0.05,1.175,0
21,0.0,I    95,3.835,0,0.0,1,0,12641,0,8.607E+11,0,0,0,2004,0,0,0.0,0.0,2,1,4,10,1,0.17,10.646,1
145,0.0,0,6.342,0,0.0,0,0,863,0,50315507270,0,0,0,2004,0,4,0.0,0.0,1,0,6,0,0,0.0,0.0,0
0,0.0,0000US26,3.417,2,0.0,1,0,1419,0,P 10  130000,80,0,0,2004,1,0,0.0,0.91,4,2,2,0,0,1.91,130.0,0
369,0.0,0,3.463,0,0.0,0,0,338,0,3.34921E+11,0,0,1,2004,0,4,0.0,0.0,2,0,3,0,0,1.31,0.0,0
0,0.0,40,1.066,0,0.0,1,0,3445,0,61,100,0,0,2004,0,0,0.0,0.0,38,1,2,4,0,0.94,12.86,1
52,0.0,7310,1.883,0,0.0,0,0,1681,0,6600000420,0,0,0,2004,0,0,0.002,0.224,1,3,1,0,0,0.382,0.14,0
0,0.0,_US0283_,8.626,2,0.0,0,0,1684,0,9901000930,80,0,0,2004,1,4,0.0,5.532,5,2,2,0,0,9.963,204.29,0
25,0.0,19,3.263,1,0.0,1,0,4159,0,40000100000,100,0,0,2004,1,0,0.0,0.0,1,2,3,10,0,0.01,0.0,0
0,0.0,0,25.624,0,0.0,0,0,1681,0,VDHTUD001470,0,0,0,2004,0,4,0.0,0.0,1,7,1,0,0,0.0,0.0,0
26,0.0,0000001A,6.65,0,0.0,0,0,1847,0,1.20305E+11,0,0,0,2004,0,0,0.0,0.0,0,3,1,0,0,0.2,4.061,0
0,0.0,8967,2.146,0,0.0,0,0,1649,0,8967000000,0,0,0,2004,0,4,0.0,0.0,2,7,6,0,0,0.0,0.0,0
0,0.0,_SH0224_,4.007,0,0.0,0,0,1443,0,13602004476,0,0,0,2004,0,4,0.0,0.15,13,3,2,0,0,0.736,14.109,0
13,0.0,212,1.951,0,0.0,1,0,4139,0,62127B0169DG,0,0,0,2004,0,0,0.0,0.17,2,2,2,0,0,0.17,161.99,0
0,0.0,124,12.923,0,0.0,0,0,1634,0,['27356E0124AA🎉' '27356E0124AA💕' '27356E0124AA🔥'],0,0,0,2004,0,4,0.0,0.0,4,7,2,0,0,0.0,0.0,0
0,0.0,IR000075,3.047,1,0.0,1,0,3655,0,75000770,0,0,0,2004,1,0,0.0,0.411,21,1,4,10,0,0.49,0.77,1
340,0.0,0,17.739,0,0.0,0,0,1665,0,FHWASAMP0235,0,0,0,2004,2,4,0.0,0.0,2,0,1,0,0,0.0,0.0,0
0,0.0,465,1.0,1,0.0,1,0,6056,0,60020251000,0,0,0,2004,1,0,0.0,0.196,3,1,2,4,0,0.48,24.7,1
0,0.0,000US020,1.802,0,0.0,1,0,1681,0,06810A096268,0,0,0,2004,0,2,0.0,0.203,0,2,4,0,0,0.499,95.504,0
27,0.0,['0✨' '0❌'],45.198,0,0.0,0,0,1715,0,3.43927E+11,0,0,0,2004,0,3,0.0,0.0,0,0,6,0,0,0.0,0.0,0
491,0.0,PR 119,1.0,4,0.0,0,0,478,0,119004536,0,0,1,2004,3,4,0.0,0.0,1,3,1,0,0,0.0,0.0,0
173,0.0,1818,1.903,0,0.0,0,0,341,0,53110,0,0,1,2004,0,4,0.0,0.33,1,3,5,0,0,0.5,0.0,0
25,0.0,285,5.532,0,0.0,1,0,8515,0,40700105780,0,0,0,2004,0,0,0.0,0.0,7,1,3,10,0,0.28,5.78,1
0,0.0,18,2.037,1,0.0,0,0,1496,0,4.20018E+11😬,90,0,0,2004,1,2,0.0,0.076,10,2,2,0,0,1.513,449.2,0
0,0.0,144,1.578,2,0.0,0,0,2988,0,144002983,0,0,0,2004,2,4,0.0,0.0,2,3,6,0,0,0.0,4.801,0
3,0.0,0,35.679,0,0.0,0,0,1525,0,991840,0,0,0,2004,0,4,0.0,0.0,4,0,3,0,0,0.0,0.0,0
141,0.0,0,8.42,0,0.0,0,0,826,0,2.39001E+11,0,0,0,2004,1,3,0.0,0.0,1,0,4,0,0,0.0,0.892,0
0,0.0,0,9.822,0,0.0,0,0,344,0,M4966 000700,0,0,1,2004,0,4,0.0,0.0,1,0,6,0,0,0.0,0.0,0
281,0.722,0,8.206,0,0.0,1,0,4035,0,3.50093E+11,0,0,0,2004,0,0,0.0,0.0,2,0,6,0,0,0.0,0.0,0
155,0.1,88💀,1.15,0,0.0,0,0,1404,0,3.5088E+11,0,0,0,2004,0,4,0.0,0.0,8,3,3,0,0,0.16,6.72,0
32,0.0,0,2.615,1,0.0,0,0,4637,0,04085C007145,0,0,0,2004,2,3,0.0,0.16,3,0,2,2,0,0.96,14.07,0
53,0.0,80,5.062,0,0.0,1,0,5965,0,A00080115550,0,0,0,2004,0,0,0.0,1.52,7,1,2,4,1,1.52,115.55,1
301,0.0,0,4.23,0,0.0,0,0,1942,0,07037Q002096,0,0,0,2004,0,1,0.0,1.0,0,0,1,0,0,1.0,20.92,0
4,0.0,000DEL52,5.799,0,0.0,0,0,3112,0,90004640,0,0,0,2004,0,0,0.0,0.0,2,3,2,0,0,0.19,4.43,0
318,0.0,0,3.399,0,0.0,0,0,344,0,63800209970,0,0,1,2004,0,4,0.0,0.0,0,0,5,0,0,0.26,6.099,0
361,0.0,0,1.066,0,0.0,0,0,1754,0,E00243M11039,0,0,0,2004,0,4,0.0,0.0,1,0,1,0,0,0.828,17.766,0
0,0.0,0,14.876,1,23.945,0,0,2593,0,['10047Y598135🤯' '10047Y598135👀' '10047Y598135😅'],95,0,0,2004,1,0,0.0,0.0,0,0,5,0,0,0.0,8.948,0
191,0.0,0,4.139,0,0.0,0,0,1470,0,8340001417,0,0,0,2004,0,2,0.0,0.0,1,0,6,0,0,0.0,5.927,0
53,0.0,['140⭐' '140😜' '140⭐' '140🥰' '140🫶' '140🙏' '140👉' '140👀'],5.297,0,0.0,0,0,1396,0,A00140002360,0,0,0,2004,0,4,0.0,0.0,5,3,2,0,0,0.2,3.782,0
5,0.0,0,1.472,0,0.0,1,0,6342,0,1.82195E+11,0,0,0,2004,0,0,0.0,0.0,0,0,2,10,0,0.724,24.016,0
0,0.0,0,17.915,4,0.0,0,0,1186,0,6.50052E+11,0,0,0,2004,4,4,0.0,0.0,4,5,1,0,0,0.0,0.0,0
0,0.0,US030,49.565,0,0.0,1,0,1564,0,1420021740,0,0,0,2004,0,4,0.0,0.144,5,2,2,0,0,0.336,31.005,0
161,0.0,69,1.0,0,0.0,0,0,2625,0,"['1006901276😅' '1006901276✔️' '1006901276😍' '1006901276😡' '1006901276👈'
 '1006901276❤️' '1006901276❤️' '1006901276👈' '1006901276😍']",0,0,0,2004,0,3,0.0,0.0,2,3,2,7,0,0.24,12.76,0
206,0.0,52,1.182,0,0.0,0,0,1340,0,4506,100,0,0,2004,0,0,0.0,0.0,8,2,2,0,0,0.133,13.258,0
27,0.0,5,1.0,0,0.0,1,0,6386,0,000I00530268,0,0,0,2004,0,0,0.0,0.109,5,1,2,5,1,0.231,302.68,1
12,0.0,2,28.807,0,0.0,0,0,3343,0,2.0002E+11,0,0,0,2004,0,0,0.0,0.0,1,3,2,0,0,0.17,20.68,0
0,0.0,0🥰,5.592,0,0.0,0,0,344,0,M4573 001030,0,0,1,2004,0,4,0.0,0.0,1,0,6,0,0,0.0,0.0,0
394,0.0,6,2.47,0,0.0,1,0,4139,0,20049108580,0,0,0,2004,0,0,0.0,0.8,1,2,4,4,0,1.87,65.407,0
90,0.0,_US0183_,2.792,0,0.0,1,0,6246,0,015106M00034,0,0,0,2004,0,0,0.0,0.0,0,2,1,0,1,1.244,310.342,0
0,0.0,10,1.0,1,0.0,1,0,3612,0,R00007027402,100,0,0,2004,1,0,0.0,0.0,23,1,2,4,0,3.237,364.363,1
281,0.0,PA309,5.65,0,0.0,0,0,4159,0,4.00309E+11,0,0,0,2004,0,0,0.0,0.129,1,3,2,4,0,0.129,27.726,0
